wikidata_id;baumart_bo;baumart_de;property_id;attribute_name;value;group
Q119410364;Gleditsia triacanthos 'Inermis';Dornenlose Gleditsie;P105;taxonomischer_rang;Form;
Q119410364;Gleditsia triacanthos 'Inermis';Dornenlose Gleditsie;P171;uebergeordnetes_taxon;Amerikanische Gleditschie;
Q119410364;Gleditsia triacanthos 'Inermis';Dornenlose Gleditsie;P225;wissenschaftlicher_name;Gleditsia triacanthos f. inermis;
Q119410364;Gleditsia triacanthos 'Inermis';Dornenlose Gleditsie;P31;ist_eine;Taxon;
Q1281102;Crataegus laevigata 'Paul's Scarlet';Rotdorn;P105;taxonomischer_rang;Cultivar;
Q1281102;Crataegus laevigata 'Paul's Scarlet';Rotdorn;P171;uebergeordnetes_taxon;Zweigriffeliger Weißdorn;
Q1281102;Crataegus laevigata 'Paul's Scarlet';Rotdorn;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Rotdorn%20%28Crataegus%20laevigata%20%27Paul%27s%20Scarlet%27%29-hms%281%29.jpg;
Q1281102;Crataegus laevigata 'Paul's Scarlet';Rotdorn;P225;wissenschaftlicher_name;Crataegus laevigata ʽPaul's Scarlet’;
Q1281102;Crataegus laevigata 'Paul's Scarlet';Rotdorn;P31;ist_eine;Cultivar;
Q886711;Prunus cerasifera 'Nigra';Blutpflaume;P105;taxonomischer_rang;Cultivar;
Q886711;Prunus cerasifera 'Nigra';Blutpflaume;P171;uebergeordnetes_taxon;Kirschpflaume;
Q886711;Prunus cerasifera 'Nigra';Blutpflaume;P225;wissenschaftlicher_name;Prunus cerasifera 'Nigra';
Q886711;Prunus cerasifera 'Nigra';Blutpflaume;P279;unterklasse_von;Obstbaum;
Q886711;Prunus cerasifera 'Nigra';Blutpflaume;P31;ist_eine;Taxon;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P105;taxonomischer_rang;Varietät;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P10906;foliage_type;laubabwerfend;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P171;uebergeordnetes_taxon;Schwarz-Pappel;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Populus%20nigra%20Italica%2802%29.jpg;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Populus%20pyramidalis%20tree%20in%20Almaty%20city.JPG;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P225;wissenschaftlicher_name;Populus nigra var. italica;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P31;ist_eine;Taxon;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P366;verwendung;Heilpflanze;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P9714;verbreitungsgebiet;Fujian;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P9714;verbreitungsgebiet;Peking;
Q3377825;Populus nigra 'Italica';Pyramiden-Pappel;P9714;verbreitungsgebiet;Volksrepublik China;
Q147824;Picea omorika;Serbische Fichte;P105;taxonomischer_rang;Art;
Q147824;Picea omorika;Serbische Fichte;P10906;foliage_type;Immergrüne Pflanze;
Q147824;Picea omorika;Serbische Fichte;P13162;referenzabbildung;http://commons.wikimedia.org/wiki/Special:FilePath/Pancic%20omorika%20s.jpg;
Q147824;Picea omorika;Serbische Fichte;P13162;referenzabbildung;http://commons.wikimedia.org/wiki/Special:FilePath/The%20Gardeners%27%20chronicle%20-%20a%20weekly%20illustrated%20journal%20of%20horticulture%20and%20allied%20subjects%20%281897%29%20%2814802691513%29.jpg;
Q147824;Picea omorika;Serbische Fichte;P141;gefaehrdungsstufe_iucn;gefährdete Tierarten;
Q147824;Picea omorika;Serbische Fichte;P171;uebergeordnetes_taxon;Fichten;
Q147824;Picea omorika;Serbische Fichte;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Picea%20omorika%2C%20Zaovine%2C%20Serbia%201.jpg;
Q147824;Picea omorika;Serbische Fichte;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Picea%20omorika%2C%20Zaovine%2C%20Serbia%205.jpg;
Q147824;Picea omorika;Serbische Fichte;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Picea%20omorika%20range.svg;
Q147824;Picea omorika;Serbische Fichte;P225;wissenschaftlicher_name;Picea omorika;
Q147824;Picea omorika;Serbische Fichte;P279;unterklasse_von;Baum;
Q147824;Picea omorika;Serbische Fichte;P31;ist_eine;Taxon;
Q147824;Picea omorika;Serbische Fichte;P566;basionym;Pinus omorika;
Q158783;Liriodendron tulipifera;Tulpenbaum;P105;taxonomischer_rang;Art;
Q158783;Liriodendron tulipifera;Tulpenbaum;P10906;foliage_type;laubabwerfend;
Q158783;Liriodendron tulipifera;Tulpenbaum;P13478;nomenklatorischer_typ_von;Tulpenbäume;
Q158783;Liriodendron tulipifera;Tulpenbaum;P141;gefaehrdungsstufe_iucn;nicht gefährdet;
Q158783;Liriodendron tulipifera;Tulpenbaum;P1672;ursprung_von;Tulpenbaumholz;
Q158783;Liriodendron tulipifera;Tulpenbaum;P171;uebergeordnetes_taxon;Tulpenbäume;
Q158783;Liriodendron tulipifera;Tulpenbaum;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Liriodendron%20tulipifera%20JPG5a.jpg;
Q158783;Liriodendron tulipifera;Tulpenbaum;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Liriodendron%20tulipifera%20range%20map%203.png;
Q158783;Liriodendron tulipifera;Tulpenbaum;P225;wissenschaftlicher_name;Liriodendron tulipifera;
Q158783;Liriodendron tulipifera;Tulpenbaum;P31;ist_eine;Heilpflanze;
Q158783;Liriodendron tulipifera;Tulpenbaum;P31;ist_eine;Taxon;
Q158783;Liriodendron tulipifera;Tulpenbaum;P366;verwendung;Heilpflanze;
Q158783;Liriodendron tulipifera;Tulpenbaum;P366;verwendung;Holz;
Q158783;Liriodendron tulipifera;Tulpenbaum;P4000;fruchttyp;Flügelnuss;
Q158783;Liriodendron tulipifera;Tulpenbaum;P4214;hoechste_beobachtete_lebensdauer;509.0;
Q158783;Liriodendron tulipifera;Tulpenbaum;P9714;verbreitungsgebiet;Volksrepublik China;
Q156957;Amelanchier species;Felsenbirne;P105;taxonomischer_rang;Gattung;
Q156957;Amelanchier species;Felsenbirne;P1672;ursprung_von;serviceberry;
Q156957;Amelanchier species;Felsenbirne;P171;uebergeordnetes_taxon;Kernobstgewächse;
Q156957;Amelanchier species;Felsenbirne;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Amelanchier%20grandiflora2.jpg;
Q156957;Amelanchier species;Felsenbirne;P225;wissenschaftlicher_name;Amelanchier;
Q156957;Amelanchier species;Felsenbirne;P31;ist_eine;Taxon;
Q156957;Amelanchier species;Felsenbirne;P427;nomenklatorischer_typ;Gewöhnliche Felsenbirne;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P105;taxonomischer_rang;Art;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P10906;foliage_type;laubabwerfend;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P141;gefaehrdungsstufe_iucn;keine ausreichenden Daten;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P1420;taxonomische_synonyme;Prunus myrobalana;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P1672;ursprung_von;cherry plum;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P171;uebergeordnetes_taxon;Prunus;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/20140317Prunus%20cerasifera%20Hockenheimer%20Rheinbogen5.jpg;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/20160313Prunus%20cerasifera4.jpg;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Mirabellen%20am%20Baum%20HD.JPG;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P225;wissenschaftlicher_name;Prunus cerasifera;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P279;unterklasse_von;Obstbaum;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P31;ist_eine;Taxon;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P366;verwendung;Heilpflanze;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P366;verwendung;Obst;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P4000;fruchttyp;Steinfrucht;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P8193;winterhaerte_der_pflanze;5;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P9714;verbreitungsgebiet;Autonomes Gebiet Tibet;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P9714;verbreitungsgebiet;Xinjiang;
Q146951;Prunus cerasifera;Kirsch-Pflaume;P973;beschrieben_in_url;https://www.gardendesign.com/trees/purple-leaf-plum.html;
Q1642256;Fagus sylvatica 'Pendula';Trauer-Buche;P105;taxonomischer_rang;Form;
Q1642256;Fagus sylvatica 'Pendula';Trauer-Buche;P171;uebergeordnetes_taxon;Rotbuche;
Q1642256;Fagus sylvatica 'Pendula';Trauer-Buche;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Weepingbeech.RI.JPG;
Q1642256;Fagus sylvatica 'Pendula';Trauer-Buche;P225;wissenschaftlicher_name;Fagus sylvatica f. pendula;
Q1642256;Fagus sylvatica 'Pendula';Trauer-Buche;P31;ist_eine;Taxon;
Q132557;Crataegus species;Weißdorn;P105;taxonomischer_rang;Gattung;
Q132557;Crataegus species;Weißdorn;P1672;ursprung_von;Weißdornblätter mit Blüten;
Q132557;Crataegus species;Weißdorn;P1672;ursprung_von;mayhaw;
Q132557;Crataegus species;Weißdorn;P171;uebergeordnetes_taxon;Kernobstgewächse;
Q132557;Crataegus species;Weißdorn;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Crataegus%20monogyna%20-%20Common%20hawthorn.jpg;
Q132557;Crataegus species;Weißdorn;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Crataegus%2C%20various%20species%2C%20fruit.jpg;
Q132557;Crataegus species;Weißdorn;P225;wissenschaftlicher_name;Crataegus;
Q132557;Crataegus species;Weißdorn;P279;unterklasse_von;Baum;
Q132557;Crataegus species;Weißdorn;P31;ist_eine;Taxon;
Q132557;Crataegus species;Weißdorn;P4000;fruchttyp;Apfelfrucht;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P105;taxonomischer_rang;Art;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P10906;foliage_type;laubabwerfend;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P141;gefaehrdungsstufe_iucn;nicht gefährdet;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P1420;taxonomische_synonyme;Carpinus betulus f. quercifolia;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P1420;taxonomische_synonyme;Carpinus betulus var. quercifolia;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P1420;taxonomische_synonyme;Carpinus caucasica;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P1420;taxonomische_synonyme;Carpinus vulgaris;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P1672;ursprung_von;Holz der Gemeinen Hainbuche;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P171;uebergeordnetes_taxon;Hainbuchen;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Brohmer-Berge-Rothem%C3%BChl-24-10-2009-30.jpg;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Carpinus%20betulus%20-%20Hunsr%C3%BCck%20001.jpg;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Carpinus%20betulus%20Sturm33.jpg;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Carpinus%20betulus%20range.svg;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P225;wissenschaftlicher_name;Carpinus betulus;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P31;ist_eine;Taxon;
Q158776;Carpinus betulus `Frans Fontaine`;Säulenhainbuche;P4000;fruchttyp;Nussfrucht;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P105;taxonomischer_rang;Art;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P10906;foliage_type;laubabwerfend;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P141;gefaehrdungsstufe_iucn;nicht gefährdet;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P171;uebergeordnetes_taxon;Weißdorne;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Crataegus%20crus%20galli%204.jpg;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P225;wissenschaftlicher_name;Crataegus crus-galli;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P31;ist_eine;Taxon;
Q916961;Crataegus crus-galli;Hahnensporn-Weißdorn;P4000;fruchttyp;Apfelfrucht;
Q157017;Magnolia species;Magnolie;P105;taxonomischer_rang;Gattung;
Q157017;Magnolia species;Magnolie;P138;benannt_nach;Pierre Magnol;
Q157017;Magnolia species;Magnolie;P1420;taxonomische_synonyme;Aromadendron;
Q157017;Magnolia species;Magnolie;P1420;taxonomische_synonyme;Gwillimia;
Q157017;Magnolia species;Magnolie;P1420;taxonomische_synonyme;Pachylarnax;
Q157017;Magnolia species;Magnolie;P1672;ursprung_von;Magnolien;
Q157017;Magnolia species;Magnolie;P1672;ursprung_von;magnolia leaf;
Q157017;Magnolia species;Magnolie;P171;uebergeordnetes_taxon;Magnolioideae;
Q157017;Magnolia species;Magnolie;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Magnolia%20Larousse%20Extracted.png;
Q157017;Magnolia species;Magnolie;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Magnolia%20wieseneri.jpg;
Q157017;Magnolia species;Magnolie;P225;wissenschaftlicher_name;Magnolia;
Q157017;Magnolia species;Magnolie;P279;unterklasse_von;Baum;
Q157017;Magnolia species;Magnolie;P31;ist_eine;Taxon;
Q157017;Magnolia species;Magnolie;P4000;fruchttyp;Sammelbalgfrucht;
Q157017;Magnolia species;Magnolie;P427;nomenklatorischer_typ;Sumpf-Magnolie;
Q18674606;Malus communis;Johannis Apfel;P105;taxonomischer_rang;Art;
Q18674606;Malus communis;Johannis Apfel;P10906;foliage_type;laubabwerfend;
Q18674606;Malus communis;Johannis Apfel;P1282;openstreetmap_attribut;species=Malus_domestica;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Malus communis;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Malus dioica;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Malus frutescens;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Malus paradisiaca;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Malus praecox;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Malus pumila;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Pyrus dioica;
Q18674606;Malus communis;Johannis Apfel;P1420;taxonomische_synonyme;Pyrus malus;
Q18674606;Malus communis;Johannis Apfel;P1672;ursprung_von;Agredolç;
Q18674606;Malus communis;Johannis Apfel;P1672;ursprung_von;Apfel;
Q18674606;Malus communis;Johannis Apfel;P1672;ursprung_von;Apfelkernöl;
Q18674606;Malus communis;Johannis Apfel;P1672;ursprung_von;Apfelschale;
Q18674606;Malus communis;Johannis Apfel;P1672;ursprung_von;apple seed;
Q18674606;Malus communis;Johannis Apfel;P1672;ursprung_von;apple wood;
Q18674606;Malus communis;Johannis Apfel;P171;uebergeordnetes_taxon;Äpfel;
Q18674606;Malus communis;Johannis Apfel;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Tree%20with%20red%20apples%20in%20Barkedal%204.jpg;
Q18674606;Malus communis;Johannis Apfel;P225;wissenschaftlicher_name;Malus domestica;
Q18674606;Malus communis;Johannis Apfel;P279;unterklasse_von;Obstbaum;
Q18674606;Malus communis;Johannis Apfel;P31;ist_eine;Taxon;
Q18674606;Malus communis;Johannis Apfel;P366;verwendung;Aufforstung;
Q18674606;Malus communis;Johannis Apfel;P366;verwendung;Futtermittel;
Q18674606;Malus communis;Johannis Apfel;P366;verwendung;Heilpflanze;
Q18674606;Malus communis;Johannis Apfel;P366;verwendung;Nahrung;
Q18674606;Malus communis;Johannis Apfel;P566;basionym;Pyrus malus var. domestica;
Q18674606;Malus communis;Johannis Apfel;P6800;sequenced_genome_url;https://plants.ensembl.org/Malus_domestica_golden;
Q18674606;Malus communis;Johannis Apfel;P694;ersetztes_synonym;Pyrus praecox;
Q18674606;Malus communis;Johannis Apfel;P8193;winterhaerte_der_pflanze;4;
Q18674606;Malus communis;Johannis Apfel;P9714;verbreitungsgebiet;Europa;
Q18674606;Malus communis;Johannis Apfel;P9714;verbreitungsgebiet;Volksrepublik China;
Q147492;Ulmus laevis;Flatter-Ulme;P105;taxonomischer_rang;Art;
Q147492;Ulmus laevis;Flatter-Ulme;P10906;foliage_type;laubabwerfend;
Q147492;Ulmus laevis;Flatter-Ulme;P141;gefaehrdungsstufe_iucn;keine ausreichenden Daten;
Q147492;Ulmus laevis;Flatter-Ulme;P171;uebergeordnetes_taxon;Ulmen;
Q147492;Ulmus laevis;Flatter-Ulme;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Ulme%20Obertheres%2C%202.jpg;
Q147492;Ulmus laevis;Flatter-Ulme;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Ulmus%20laevis%20%28Flatter-Ulme%29%20IMG%202383.jpg;
Q147492;Ulmus laevis;Flatter-Ulme;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Ulmus%20laevis%20range.svg;
Q147492;Ulmus laevis;Flatter-Ulme;P225;wissenschaftlicher_name;Ulmus laevis;
Q147492;Ulmus laevis;Flatter-Ulme;P31;ist_eine;Taxon;
Q147492;Ulmus laevis;Flatter-Ulme;P9714;verbreitungsgebiet;Volksrepublik China;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P105;taxonomischer_rang;Unterart;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P1672;ursprung_von;Mirabelle;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P171;uebergeordnetes_taxon;Pflaume;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Mirabelki%20Hufcowa.JPG;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P225;wissenschaftlicher_name;Prunus domestica subsp. syriaca;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P31;ist_eine;Taxon;
Q149741;Prunus domestica Aggregat;Pflaume,Mirabelle;P566;basionym;Prunus syriaca;
Q854714;Quercus coccinea;Scharlach-Eiche;P105;taxonomischer_rang;Art;
Q854714;Quercus coccinea;Scharlach-Eiche;P10906;foliage_type;laubabwerfend;
Q854714;Quercus coccinea;Scharlach-Eiche;P141;gefaehrdungsstufe_iucn;nicht gefährdet;
Q854714;Quercus coccinea;Scharlach-Eiche;P171;uebergeordnetes_taxon;Eichen;
Q854714;Quercus coccinea;Scharlach-Eiche;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Rim%20Rock%20Trail%20-%20Scarlet%20Oak%20%28Quercus%20coccinea%29%20-%20Flickr%20-%20Jay%20Sturner%20%282%29.jpg;
Q854714;Quercus coccinea;Scharlach-Eiche;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Scarlet%20Oak%20%2830873601235%29.jpg;
Q854714;Quercus coccinea;Scharlach-Eiche;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Quercus%20coccinea%20map.png;
Q854714;Quercus coccinea;Scharlach-Eiche;P225;wissenschaftlicher_name;Quercus coccinea;
Q854714;Quercus coccinea;Scharlach-Eiche;P31;ist_eine;Taxon;
Q854714;Quercus coccinea;Scharlach-Eiche;P4214;hoechste_beobachtete_lebensdauer;122.0;
Q854714;Quercus coccinea;Scharlach-Eiche;P8193;winterhaerte_der_pflanze;4;
Q157518;Salix fragilis;Bruch-Weide;P105;taxonomischer_rang;Art;
Q157518;Salix fragilis;Bruch-Weide;P1672;ursprung_von;Weidenrinde;
Q157518;Salix fragilis;Bruch-Weide;P171;uebergeordnetes_taxon;Weiden;
Q157518;Salix fragilis;Bruch-Weide;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/2015.07.07.-16-Mulde%20Eilenburg--Bruch-Weide.jpg;
Q157518;Salix fragilis;Bruch-Weide;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Salix%20fragilis%20001.jpg;
Q157518;Salix fragilis;Bruch-Weide;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Salix%20fragilis%20Sturm22.jpg;
Q157518;Salix fragilis;Bruch-Weide;P225;wissenschaftlicher_name;Salix fragilis;
Q157518;Salix fragilis;Bruch-Weide;P31;ist_eine;Taxon;
Q157518;Salix fragilis;Bruch-Weide;P5588;invasiv_in;Australien;
Q255375;Celtis australis;Südlicher Zürgelbaum;P105;taxonomischer_rang;Art;
Q255375;Celtis australis;Südlicher Zürgelbaum;P10906;foliage_type;laubabwerfend;
Q255375;Celtis australis;Südlicher Zürgelbaum;P141;gefaehrdungsstufe_iucn;nicht gefährdet;
Q255375;Celtis australis;Südlicher Zürgelbaum;P1672;ursprung_von;Mediterranean hackberry wood;
Q255375;Celtis australis;Südlicher Zürgelbaum;P171;uebergeordnetes_taxon;Zürgelbäume;
Q255375;Celtis australis;Südlicher Zürgelbaum;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Almez-2.JPG;
Q255375;Celtis australis;Südlicher Zürgelbaum;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Celtis%20australis%2020150404%20a.jpg;
Q255375;Celtis australis;Südlicher Zürgelbaum;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Celtis%20australis%20range.svg;
Q255375;Celtis australis;Südlicher Zürgelbaum;P225;wissenschaftlicher_name;Celtis australis;
Q255375;Celtis australis;Südlicher Zürgelbaum;P31;ist_eine;Heilpflanze;
Q255375;Celtis australis;Südlicher Zürgelbaum;P31;ist_eine;Taxon;
Q255375;Celtis australis;Südlicher Zürgelbaum;P9714;verbreitungsgebiet;Autonomes Gebiet Tibet;
Q631388;Acer ginnala;Feuer-Ahorn;P105;taxonomischer_rang;Unterart;
Q631388;Acer ginnala;Feuer-Ahorn;P171;uebergeordnetes_taxon;Tatarischer Steppen-Ahorn;
Q631388;Acer ginnala;Feuer-Ahorn;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Acer%20ginnala.jpg;
Q631388;Acer ginnala;Feuer-Ahorn;P225;wissenschaftlicher_name;Acer tataricum subsp. ginnala;
Q631388;Acer ginnala;Feuer-Ahorn;P31;ist_eine;Makrophanerophyten;
Q631388;Acer ginnala;Feuer-Ahorn;P31;ist_eine;Taxon;
Q631388;Acer ginnala;Feuer-Ahorn;P366;verwendung;Faser;
Q631388;Acer ginnala;Feuer-Ahorn;P366;verwendung;Heilpflanze;
Q631388;Acer ginnala;Feuer-Ahorn;P566;basionym;Acer ginnala;
Q631388;Acer ginnala;Feuer-Ahorn;P9714;verbreitungsgebiet;Peking;
Q631388;Acer ginnala;Feuer-Ahorn;P9714;verbreitungsgebiet;Volksrepublik China;
Q549418;Gymnocladus dioicus;Geweihbaum;P105;taxonomischer_rang;Art;
Q549418;Gymnocladus dioicus;Geweihbaum;P10906;foliage_type;laubabwerfend;
Q549418;Gymnocladus dioicus;Geweihbaum;P11220;fruchtfarbe;Grün;
Q549418;Gymnocladus dioicus;Geweihbaum;P11220;fruchtfarbe;purplish brown;
Q549418;Gymnocladus dioicus;Geweihbaum;P141;gefaehrdungsstufe_iucn;gefährdet;
Q549418;Gymnocladus dioicus;Geweihbaum;P1420;taxonomische_synonyme;Gymnocladus dioica;
Q549418;Gymnocladus dioicus;Geweihbaum;P1672;ursprung_von;Kentucky Coffee Tree;
Q549418;Gymnocladus dioicus;Geweihbaum;P171;uebergeordnetes_taxon;Geweihbäume;
Q549418;Gymnocladus dioicus;Geweihbaum;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Gymnocladus%20dioicus%2C%20Chicago%2002.jpg;
Q549418;Gymnocladus dioicus;Geweihbaum;P181;verbreitungskarte_des_taxons;http://commons.wikimedia.org/wiki/Special:FilePath/Gymnocladus%20dioicus%20range%20map.jpg;
Q549418;Gymnocladus dioicus;Geweihbaum;P225;wissenschaftlicher_name;Gymnocladus dioicus;
Q549418;Gymnocladus dioicus;Geweihbaum;P31;ist_eine;Taxon;
Q549418;Gymnocladus dioicus;Geweihbaum;P4000;fruchttyp;Hülsenfrucht;
Q549418;Gymnocladus dioicus;Geweihbaum;P566;basionym;Guilandina dioica;
Q130355207;Prunus avium 'Plena';Gefülltblühende Vogelkirsche;P105;taxonomischer_rang;Cultivar;
Q130355207;Prunus avium 'Plena';Gefülltblühende Vogelkirsche;P171;uebergeordnetes_taxon;Vogelkirsche;
Q130355207;Prunus avium 'Plena';Gefülltblühende Vogelkirsche;P225;wissenschaftlicher_name;Prunus avium 'Plena';
Q130355207;Prunus avium 'Plena';Gefülltblühende Vogelkirsche;P31;ist_eine;Taxon;
Q26822180;Salix matsudana 'Tortuosa';Korkenzieher-Weide;P105;taxonomischer_rang;Cultivar;
Q26822180;Salix matsudana 'Tortuosa';Korkenzieher-Weide;P171;uebergeordnetes_taxon;Salix matsudana;
Q26822180;Salix matsudana 'Tortuosa';Korkenzieher-Weide;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Salix.bab.Tortuosa%2802%29.jpg;
Q26822180;Salix matsudana 'Tortuosa';Korkenzieher-Weide;P225;wissenschaftlicher_name;Salix matsudana ‘Tortuosa’;
Q26822180;Salix matsudana 'Tortuosa';Korkenzieher-Weide;P31;ist_eine;Cultivar;
Q26822180;Salix matsudana 'Tortuosa';Korkenzieher-Weide;P9714;verbreitungsgebiet;Volksrepublik China;
Q147791;Chamaecyparis species;Scheinzypresse;P105;taxonomischer_rang;Gattung;
Q147791;Chamaecyparis species;Scheinzypresse;P1420;taxonomische_synonyme;Retinospora;
Q147791;Chamaecyparis species;Scheinzypresse;P171;uebergeordnetes_taxon;Cupressoideae;
Q147791;Chamaecyparis species;Scheinzypresse;P171;uebergeordnetes_taxon;Zypressengewächse;
Q147791;Chamaecyparis species;Scheinzypresse;P18;bild;http://commons.wikimedia.org/wiki/Special:FilePath/Atlantic%20White%20Cypress%20Chatsworth%20NJ%201.jpg;
Q147791;Chamaecyparis species;Scheinzypresse;P225;wissenschaftlicher_name;Chamaecyparis;
Q147791;Chamaecyparis species;Scheinzypresse;P279;unterklasse_von;Baum;
Q147791;Chamaecyparis species;Scheinzypresse;P31;ist_eine;Taxon;
